"""id"";""code"";""name"";""description"""
"""296"";""39.00.Z"";""DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ I POZOSTAŁA DZIAŁALNOŚĆ USŁUGOWA ZWIĄZANA Z GOSPODARKĄ ODPADAMI"";""<H2>39.00.Z</H2>
<P>Podklasa ta obejmuje: </P>
<UL>
<LI>odkażanie gleby i wód gruntowych w miejscu zanieczyszczenia lub poza nim, przy zastosowaniu metod mechanicznych, chemicznych lub biologicznych, </LI>
<LI>odkażanie zakładów i terenów przemysłowych, włączając zakłady i tereny elektrowni jądrowych, </LI>
<LI>odkażanie i czyszczenie wód powierzchniowych z zanieczyszczeń powstałych w wyniku gromadzenia się substancji szkodliwych lub przez zastosowanie środków chemicznych, </LI>
<LI>usuwanie wycieku oleju lub pozostałych zanieczyszczeń na lądzie i na wodzie, </LI>
<LI>usuwanie azbestu, farb ołowiowych i pozostałych surowców toksycznych,</LI>
<LI> pozostałe specjalistyczne działalności związane z kontrolą zanieczyszczeń. </LI></UL>
<P>Podklasa ta nie obejmuje: </P>
<UL>
<LI>oczyszczania wody w celu jej dostawy, sklasyfikowanego w 36.00.Z,</LI>
<LI> przetwarzania i unieszkodliwiania odpadów innych niż niebezpieczne, sklasyfikowanych w 38.21.Z, </LI>
<LI>przetwarzania i unieszkodliwiania odpadów niebezpiecznych, sklasyfikowanych w 38.22.Z, </LI>
<LI>zamiatania i polewania ulic itp., sklasyfikowanych w 81.29.Z. </LI></UL>"""
"""297"";""41.10.Z"";""Realizacja projektów budowlanych związanych ze wznoszeniem budynków"";""<body><h2>41.10.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>realizację projektów budowlanych obejmujących przedsięwzięcia finansowe, techniczne i rzeczowe w celu przygotowania lub budowy budynków do sprzedaży. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>robót budowlanych związanych ze wznoszeniem budynków, sklasyfikowanych w 41.20.Z, </li><li>działalności w zakresie architektury i inżynierii oraz zarządzania projektami budowlanymi, sklasyfikowanych w odpowiednich podklasach grupy 71.1. </li></ul></body>"""
"""298"";""41.20.Z"";""Roboty budowlane związane ze wznoszeniem budynków mieszkalnych i niemieszkalnych"";""<body><h2>41.20.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>wznoszenie wszelkich typów budynków mieszkalnych: <ul><li>jednorodzinnych, </li><li>wielomieszkaniowych, włączając wieżowce, </li></ul></li><li>wznoszenie wszelkiego typu budynków niemieszkalnych, takich jak:<ul><li> budynki przemysłowe, np. fabryki, warsztaty, montownie itp., </li><li>budynki szpitali, szkół i biurowe, </li><li>hotele, sklepy, centra handlowe, restauracje, </li><li>budynki lotnisk, </li><li>kryte obiekty sportowe, </li><li>garaże parkingowe, włączając podziemne, </li><li>budynki magazynowe, </li><li>budynki przeznaczone do sprawowania kultu religijnego i czynności religijnych, </li></ul></li><li>montaż i wznoszenie budynków z elementów prefabrykowanych w określonym miejscu, </li><li>przebudowę lub remont istniejących budynków mieszkalnych. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>wznoszenia obiektów przemysłowych, z wyłączeniem budynków, sklasyfikowanego w 42.99.Z, </li><li>działalności w zakresie architektury i inżynierii oraz zarządzania projektami budowlanymi sklasyfikowanych w odpowiednich podklasach grupy 71.1. </li></ul></body>"""
"""299"";""42.11.Z"";""Roboty związane z budową dróg i autostrad"";""<body><h2>42.11.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>roboty związane z budową autostrad, ulic, dróg, chodników, ścieżek dla pieszych i rowerzystów, </li><li>roboty nawierzchniowe na autostradach, ulicach, drogach, mostach, wiaduktach lub w tunelach: <ul><li>układanie nawierzchni bitumicznych na drogach, </li><li>malowanie oznakowania poziomego i pozostałych oznaczeń na drogach itp., </li><li>instalowanie barier drogowych, znaków drogowych itp., </li></ul></li><li>roboty związane z budową pasów startowych oraz płyt lotniskowych.</li></ul><p> Podklasa ta nie obejmuje: </p><ul><li>wykonywania instalacji oświetlenia ulic i sygnalizacji świetlnej, sklasyfikowanego w 43.21.Z, </li><li>działalności w zakresie architektury i inżynierii oraz zarządzania projektami budowlanymi sklasyfikowanych w odpowiednich podklasach grupy 71.1. </li></ul></body>"""
"""300"";""42.12.Z"";""Roboty związane z budową dróg szynowych i kolei podziemnej"";""<body><h2>42.12.Z</h2><p>Podklasa ta obejmuje roboty związane z budową: </p><ul><li>dróg szynowych i kolei podziemnej, </li><li>przejść podziemnych. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>wykonywania instalacji oświetlenia ulic i sygnalizacji świetlnej, sklasyfikowanego w 43.21.Z, </li><li>działalności w zakresie architektury i inżynierii oraz zarządzania projektami budowlanymi sklasyfikowanych w odpowiednich podklasach grupy 71.1. </li></ul></body>"""
"""301"";""42.13.Z"";""Roboty związane z budową mostów i tuneli"";""<body><h2>42.13.Z</h2><p>Podklasa ta obejmuje roboty związane z budową: </p><ul><li>mostów, wiaduktów, estakad drogowych, włączając autostradowe, kładek dla pieszych, </li><li>tuneli. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>robót związanych z budową przejść podziemnych, sklasyfikowanych w 42.12.Z, </li><li>wykonywania instalacji oświetleniowej i sygnalizacji świetlnej, sklasyfikowanego w 43.21.Z, </li><li>działalności w zakresie architektury i inżynierii oraz zarządzania projektami budowlanymi sklasyfikowanych w odpowiednich podklasach grupy 71.1. </li></ul></body>"""
"""302"";""42.21.Z"";""Roboty związane z budową rurociągów przesyłowych i sieci rozdzielczych"";""<body><h2>42.21.Z</h2><p>Podklasa ta obejmuje roboty związane z budową rurociągów przesyłowych i sieci rozdzielczych oraz związanych z nimi budynków i budowli, które stanowią integralną część tych systemów. </p><p>Podklasa ta obejmuje roboty związane z budową: </p><ul><li>rurociągów przesyłowych i sieci rozdzielczych, </li><li>magistrali i linii wodociągowych, </li><li>systemów irygacyjnych (kanałów), zbiorników, </li><li>sieci kanalizacyjnych, włączając remonty, </li><li>oczyszczalni ścieków, stacji pomp </li></ul><p>oraz </p><ul><li>roboty związane z wierceniem studni i ujęć wodnych. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>zarządzania projektami budowlanymi w zakresie obiektów inżynierii lądowej i wodnej, sklasyfikowanego w odpowiednich podklasach grupy 71.1. </li></ul></body>"""
"""303"";""42.22.Z"";""Roboty związane z budową linii telekomunikacyjnych i elektroenergetycznych"";""<body><h2>42.22.Z</h2><p>Podklasa ta obejmuje roboty związane z budową linii telekomunikacyjnych i elektroenergetycznych oraz związanych z nimi budynków i budowli, które stanowią integralną część tych systemów.</p><p> Podklasa ta obejmuje roboty związane z budową: </p><ul><li>linii telekomunikacyjnych i elektroenergetycznych, przesyłowych i rozdzielczych, </li><li>elektrowni. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>zarządzania projektami budowlanymi w zakresie obiektów inżynierii lądowej i wodnej, sklasyfikowanego w odpowiednich podklasach grupy 71.1. </li></ul></body>"""
"""304"";""42.91.Z"";""Roboty związane z budową obiektów inżynierii wodnej"";""<body><h2>42.91.Z</h2><p>Podklasa ta obejmuje roboty związane z budową: </p><ul><li>dróg wodnych, portów morskich i rzecznych, przystani, śluz itp., </li><li>zapór wodnych oraz grobli (wały ochronne, rowy odwadniające) </li></ul><p>oraz </p><ul><li>pogłębianie dna dróg wodnych. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>zarządzania projektami budowlanymi w zakresie obiektów inżynierii lądowej i wodnej, sklasyfikowanego w odpowiednich podklasach grupy 71.1. </li></ul></body>"""
"""305"";""42.99.Z"";""Roboty związane z budową pozostałych obiektów inżynierii lądowej i wodnej, gdzie indziej niesklasyfikowane"";""<body><h2>42.99.Z</h2><p>Podklasa ta obejmuje roboty związane z budową: </p><ul><li>obiektów przemysłowych (z wyłączeniem budynków), takich jak: rafinerie, zakłady chemiczne, </li><li>obiektów sportowych przeznaczonych do uprawiania sportów na świeżym powietrzu </li></ul><p>oraz </p><ul><li>podział ziemi w celu jej ulepszenia (np. dla poszerzania dróg, infrastruktury użyteczności publicznej itp.). </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>instalowania przemysłowych maszyn i urządzeń, sklasyfikowanego w 33.20.Z, </li><li>podziału ziemi bez jej ulepszania, sklasyfikowanego 68.10.Z,</li><li> zarządzania projektami w zakresie obiektów inżynierii lądowej i wodnej, sklasyfikowanego w odpowiednich podklasach grupy 71.1. </li></ul></body>"""
"""306"";""43.11.Z"";""Rozbiórka i burzenie obiektów budowlanych"";""<body><h2>43.11.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>rozbiórkę i burzenie budynków i pozostałych obiektów budowlanych. </li></ul></body>"""
"""307"";""43.12.Z"";""Przygotowanie terenu pod budowę"";""<body><h2>43.12.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>oczyszczanie terenu budowy, </li><li>roboty ziemne związane z kopaniem rowów i wykopów, wyrównywaniem terenu, usuwaniem kamieni, wyburzaniem metodą wybuchową itp.,</li><li>przygotowywanie terenów dla kopalnictwa odkrywkowego: usuwanie nadkładu oraz inne roboty ziemne na terenach zawierających złoża, z wyłączeniem terenów wydobycia ropy naftowej i gazu, </li><li>odwadnianie terenu budowy, </li><li>drenowanie terenów rolniczych i leśnych. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>wierceń eksploatacyjnych ropy naftowej i gazu ziemnego, sklasyfikowanych w 06.10.Z i 06.20.Z, </li><li>odkażania gleby, sklasyfikowanego w 39.00.Z, </li><li>wiercenia studni i ujęć wodnych, sklasyfikowanego w 42.21.Z, </li><li>wiercenia szybów, sklasyfikowanego w 43.99.Z. </li></ul></body>"""
"""308"";""43.13.Z"";""Wykonywanie wykopów i wierceń geologiczno-inżynierskich"";""<body><h2>43.13.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>wykopy i wiercenia próbne mające na celu badanie mechaniki gruntu dla celów budowlanych, geofizycznych, geologicznych i podobnych. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>wierceń eksploatacyjnych ropy naftowej i gazu ziemnego, sklasyfikowanych w 06.10.Z i 06.20.Z, </li><li>działalności usługowej wspomagającej górnictwo i wydobywanie, sklasyfikowanej w 09.90.Z, </li><li>wiercenia studni i ujęć wodnych, sklasyfikowanego w 42.21.Z, </li><li>wiercenia szybów, sklasyfikowanego w 43.99.Z, </li><li>prowadzenia pomiarów geofizycznych, geologicznych i sejsmicznych, sklasyfikowanych w 71.12.Z. </li></ul></body>"""
"""309"";""43.21.Z"";""Wykonywanie instalacji elektrycznych"";""<body><h2>43.21.Z</h2><p>Podklasa ta obejmuje wykonywanie instalacji elektrycznych we wszelkiego rodzaju budynkach i budowlach, takich jak: </p><ul><li>instalacje telekomunikacyjne, </li><li>strukturalne sieci komputerowe i instalacje dla telewizji kablowej, włącznie ze światłowodami, </li><li>instalacje anten satelitarnych, </li><li>instalacje oświetleniowe, włączając oświetlenie ulic, sygnalizację świetlną oraz oświetlenie pasów startowych, </li><li>instalacje alarmowe: przeciwpożarowe, przeciwwłamaniowe itp.,</li><li> instalacje dla elektrycznych urządzeń i sprzętu gospodarstwa domowego, włączając ogrzewanie podłogowe. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>budowy linii telekomunikacyjnych i elektroenergetycznych, przesyłowych i rozdzielczych, sklasyfikowanej w 42.22.Z, </li><li>monitorowania i zdalnego monitorowania elektronicznych systemów ochrony, takich jak: alarmy przeciwwłamaniowe oraz przeciwpożarowe (włącznie z ich instalowaniem i konserwacją), sklasyfikowanego w 80.20.Z. </li></ul></body>"""
"""310"";""43.22.Z"";""Wykonywanie instalacji wodno-kanalizacyjnych, cieplnych, gazowych i klimatyzacyjnych"";""<body><h2>43.22.Z</h2><p>Podklasa ta obejmuje wykonywanie instalacji wodno-kanalizacyjnych, cieplnych, gazowych, klimatyzacyjnych. </p><p>Podklasa ta obejmuje wykonywanie w budynkach i budowlach: </p><ul><li>instalacji systemów grzewczych (elektrycznych, gazowych i olejowych),</li><li> instalacji pieców, wieży chłodniczej, </li><li>instalacji nieelektrycznych kolektorów słonecznych, </li><li>instalacji wodno-kanalizacyjnych i sanitarnych, </li><li>instalacji wentylacyjnych, klimatyzacyjnych, </li><li>instalacji gazowych, </li><li>instalacji przewodów doprowadzających parę, </li><li>instalacji przeciwpożarowych systemów zraszających, </li><li>instalacji systemów zraszania trawników, </li><li>instalacji przewodów. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>wykonywania instalacji elektrycznego ogrzewania podłogowego, sklasyfikowanej w 43.21.Z. </li></ul></body>"""
"""311"";""43.29.Z"";""Wykonywanie pozostałych instalacji budowlanych"";""<body><h2>43.29.Z</h2><p>Podklasa ta obejmuje wykonywanie pozostałych instalacji budowlanych, z wyłączeniem instalacji elektrycznych, wodno-kanalizacyjnych, grzewczych, klimatyzacyjnych oraz instalowania maszyn przemysłowych w budynkach i budowlach. </p><p>Podklasa ta obejmuje instalowanie w budynkach i budowlach: </p><ul><li>dźwigów osobowych i towarowych, schodów ruchomych, włączając naprawy i konserwacje, </li><li>drzwi automatycznych oraz obrotowych, </li><li>instalacji odgromowej, </li><li>podciśnieniowych systemów czyszczących, </li><li>izolacji termicznej, akustycznej i przeciwwstrząsowej. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>instalowania maszyn przemysłowych, sklasyfikowanego w 33.20.Z. </li></ul></body>"""
"""312"";""43.31.Z"";""Tynkowanie"";""<body><h2>43.31.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>wykonywanie w budynkach i budowlach tynków lub sztukaterii wewnętrznych i zewnętrznych, włączając zakładanie siatek i listew podtynkowych. </li></ul></body>"""
"""313"";""43.32.Z"";""Zakładanie stolarki budowlanej"";""<body><h2>43.32.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>instalowanie drzwi (z wyłączeniem drzwi automatycznych i obrotowych), okien, futryn okiennych i drzwiowych, z drewna i innych materiałów,</li><li>wyposażanie pomieszczeń w meble wbudowane: meble kuchenne, kredensy, szafy wnękowe, meble sklepowe i inne elementy wbudowywane, </li><li>wykańczanie wnętrz w zakresie sufitów, ruchomych ścianek działowych itp. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>instalowania drzwi automatycznych i obrotowych, sklasyfikowanego 43.29.Z. </li></ul></body>"""
"""314"";""43.33.Z"";""Posadzkarstwo, tapetowanie i oblicowywanie ścian"";""<body><h2>43.33.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>układanie ceramicznych, betonowych lub kamiennych płytek podłogowych i ściennych, ceramicznej obudowy pieców, </li><li>układanie parkietów oraz innych drewnianych pokryć podłogowych i ściennych, </li><li>układanie pokryć dywanowych, linoleum, wykładzin gumowych i z tworzyw sztucznych, </li><li>wykładanie ścian i podłóg lastryko, marmurem, granitem lub łupkiem,</li><li>tapetowanie ścian.</li></ul></body>"""
"""315"";""43.34.Z"";""Malowanie i szklenie"";""<body><h2>43.34.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>wewnętrzne i zewnętrzne malowanie budynków, </li><li>malowanie obiektów inżynierii lądowej i wodnej, </li><li>instalowanie pokryć szklanych, luster itp., </li><li>szklenie okien. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>instalowania okien, sklasyfikowanego w 43.32.Z. </li></ul></body>"""
"""316"";""43.39.Z"";""Wykonywanie pozostałych robót budowlanych wykończeniowych"";""<body><h2>43.39.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>czyszczenie nowych budynków po zakończeniu budowania, </li><li>roboty budowlane wykończeniowe pozostałe, gdzie indziej niesklasyfikowane. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>działalności dekoratorów wnętrz, sklasyfikowanej w 74.10.Z,</li><li> niespecjalistycznego sprzątania wnętrz budynków i budowli, sklasyfikowanego w 81.21.Z, </li><li>wewnętrznego i zewnętrznego specjalistycznego czyszczenia budynków, sklasyfikowanego w 81.22.Z. </li></ul></body>"""
"""317"";""43.91.Z"";""Wykonywanie konstrukcji i pokryć dachowych"";""<body><h2>43.91.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>wykonywanie konstrukcji i pokryć dachowych, </li><li>pokrywanie dachów, </li><li>instalowanie rynien i rur spustowych. </li></ul></body>"""
"""318"";""43.99.Z"";""Pozostałe specjalistyczne roboty budowlane, gdzie indziej niesklasyfikowane"";""<body><h2>43.99.Z</h2><p>Podklasa ta obejmuje </p><ul><li>działalność budowlaną wymagającą specjalistycznych umiejętności lub sprzętu: <ul><li>budowa fundamentów, włączając wbijanie pali, </li><li>zakładanie izolacji przeciwwilgociowych i wodochronnych, </li><li>osuszanie budynków, </li><li>wiercenie szybów, </li><li>montaż elementów stalowych, </li><li>wyginanie elementów stalowych, </li><li>montowanie i demontowanie rusztowań i platform roboczych, z wyłączeniem ich wynajmowania, </li><li>wznoszenie konstrukcji z cegieł i kamienia, </li><li>wznoszenie kominów i pieców przemysłowych, </li><li>specjalistyczne roboty budowlane wymagające umiejętności wspinaczkowych i zastosowania specjalnego sprzętu, np. do prac na wysokościach, </li></ul></li><li>roboty podpowierzchniowe, </li><li>budowę odkrytych basenów kąpielowych, </li><li>czyszczenie zewnętrznych ścian budynku za pomocą pary wodnej, piaskowania i podobnych metod, </li><li>wynajem dźwigów i innego sprzętu budowlanego wraz z obsługą operatorską, które nie są przeznaczone do określonych rodzajów budowli. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>wynajmu maszyn i urządzeń budowlanych bez operatora, sklasyfikowanego w 77.32.Z. </li></ul></body>"""
"""319"";""45.11.Z"";""Sprzedaż hurtowa i detaliczna samochodów osobowych i furgonetek"";""<body><h2>45.11.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>sprzedaż hurtową i detaliczną pojazdów samochodowych, nowych i używanych: <ul><li>samochodów osobowych, włączając wyspecjalizowane samochody takie jak: ambulanse i mikrobusy itp. (&lt,= 3,5 t.), </li></ul></li><li>sprzedaż hurtową i detaliczną samochodów terenowych (&lt,= 3,5 t.).</li></ul><p> Podklasa ta nie obejmuje: </p><ul><li>sprzedaży hurtowej i detalicznej części i akcesoriów do pojazdów samochodowych, sklasyfikowanej w odpowiednich podklasach grupy 45.3. </li></ul></body>"""
"""320"";""45.19.Z"";""Sprzedaż hurtowa i detaliczna pozostałych pojazdów samochodowych, z wyłączeniem motocykli"";""<body><h2>45.19.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>sprzedaż hurtową i detaliczną pojazdów samochodowych, nowych i używanych: <ul><li>samochodów ciężarowych, przyczep i naczep, </li><li>samochodów kempingowych, przyczep turystycznych i pozostałych pojazdów turystycznych, </li></ul></li><li>sprzedaż hurtową i detaliczną samochodów terenowych (&gt, 3,5 t).</li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>sprzedaży hurtowej i detalicznej części i akcesoriów do pojazdów samochodowych, sklasyfikowanej w odpowiednich podklasach grupy 45.3. </li></ul></body>"""
"""321"";""45.20.Z"";""Konserwacja i naprawa pojazdów samochodowych, z wyłączeniem motocykli"";""<body><h2>45.20.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>naprawy, konserwację i przebudowę pojazdów samochodowych (z wyłączeniem motocykli), takie jak: <ul><li>naprawy mechaniczne, </li><li>naprawy elektryczne, </li><li>naprawy elektronicznych systemów wtryskowych, </li><li>przeglądy, </li><li>naprawy nadwozia, </li><li>naprawy części, </li><li>mycie, polerowanie itp., </li><li>lakierowanie i malowanie, </li><li>naprawy szyb i okien, </li><li>naprawy siedzeń samochodowych, </li></ul></li><li>naprawy opon i dętek, zakładanie lub wymiana, </li><li>wykonywanie zabiegów antykorozyjnych w pojazdach samochodowych, z wyłączeniem motocykli, </li><li>instalowanie części i akcesoriów w pojazdach samochodowych (niebędące częścią procesu produkcji), z wyłączeniem motocykli.</li></ul><p> Podklasa ta nie obejmuje: </p><ul><li>bieżnikowania i regeneracji opon, sklasyfikowanego w 22.11.Z,</li><li> konserwacji i naprawy motocykli, sklasyfikowanych w 45.40.Z,</li><li> wykonywania badań silników, pojazdów samochodowych itp., sklasyfikowanego w 71.20.B. </li></ul></body>"""
"""322"";""45.31.Z"";""Sprzedaż hurtowa części i akcesoriów do pojazdów samochodowych, z wyłączeniem motocykli"";"""""
"""323"";""45.32.Z"";""Sprzedaż detaliczna części i akcesoriów do pojazdów samochodowych, z wyłączeniem motocykli"";"""""
"""324"";""45.40.Z"";""Sprzedaż hurtowa i detaliczna motocykli, ich naprawa i konserwacja oraz sprzedaż hurtowa i detaliczna części i akcesoriów do nich"";""<body><h2>45.40.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>sprzedaż hurtową i detaliczną motocykli, włączając motorowery,</li><li>sprzedaż hurtową i detaliczną części i akcesoriów do motocykli, włączając sprzedaż komisową i wysyłkową, </li><li>naprawę i konserwację motocykli. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>wynajmu motocykli, sklasyfikowanego w 77.39.Z. </li></ul></body>"""
"""325"";""46.11.Z"";""Działalność agentów zajmujących się sprzedażą płodów rolnych, żywych zwierząt, surowców dla przemysłu tekstylnego i półproduktów"";""<body><h2>46.11.Z</h2><p>Podklasa ta nie obejmuje: </p><ul><li>handlu hurtowego na własny rachunek, sklasyfikowanego w odpowiednich podklasach grup 46.2 - 46.9, </li><li>sprzedaży detalicznej prowadzonej przez agentów komisowych poza siecią sklepową, sklasyfikowanej w 47.99.Z. </li></ul></body>"""
"""326"";""46.12.Z"";""Działalność agentów zajmujących się sprzedażą paliw, rud, metali i chemikaliów przemysłowych"";""<body><h2>46.12.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>działalność agentów zajmujących się sprzedażą paliw, rud, metali i chemikaliów przemysłowych, włączając nawozy sztuczne. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>handlu hurtowego na własny rachunek, sklasyfikowanego w odpowiednich podklasach grup 46.2 - 46.9, </li><li>sprzedaży detalicznej prowadzonej przez agentów komisowych poza siecią sklepową, sklasyfikowanej w 47.99.Z. </li></ul></body>"""
"""327"";""46.13.Z"";""Działalność agentów zajmujących się sprzedażą drewna i materiałów budowlanych"";""<body><h2>46.13.Z</h2><p>Podklasa ta nie obejmuje: </p><ul><li>handlu hurtowego na własny rachunek, sklasyfikowanego w odpowiednich podklasach grup 46.2 - 46.9, </li><li>sprzedaży detalicznej prowadzonej przez agentów komisowych poza siecią sklepową, sklasyfikowanej w 47.99.Z. </li></ul></body>"""
"""328"";""46.14.Z"";""Działalność agentów zajmujących się sprzedażą maszyn, urządzeń przemysłowych, statków i samolotów"";""<body><h2>46.14.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>działalność agentów zajmujących się sprzedażą maszyn, włączając maszyny biurowe i komputery, wyposażenia przemysłowego oraz sprzedażą statków i samolotów. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>działalności agentów komisowych zajmujących się sprzedażą pojazdów samochodowych, sklasyfikowanej w odpowiednich podklasach grupy 45.1, </li><li>sprzedaży aukcyjnej pojazdów samochodowych, sklasyfikowanej w odpowiednich podklasach grupy 45.1, </li><li>handlu hurtowego na własny rachunek, sklasyfikowanego w odpowiednich podklasach grup 46.2-46.9, </li><li>sprzedaży detalicznej prowadzonej przez agentów komisowych poza siecią sklepową, sklasyfikowanej w 47.99.Z. </li></ul></body>"""
"""329"";""46.15.Z"";""Działalność agentów zajmujących się sprzedażą mebli, artykułów gospodarstwa domowego i drobnych wyrobów metalowych"";""<body><h2>46.15.Z</h2><p>Podklasa ta nie obejmuje: </p><ul><li>handlu hurtowego na własny rachunek, sklasyfikowanego w odpowiednich podklasach grup 46.2 - 46.9, </li><li>sprzedaży detalicznej prowadzonej przez agentów komisowych poza siecią sklepową, sklasyfikowanej w 47.99.Z. </li></ul></body>"""
"""330"";""46.16.Z"";""Działalność agentów zajmujących się sprzedażą wyrobów tekstylnych, odzieży, wyrobów futrzarskich, obuwia i artykułów skórzanych"";""<body><h2>46.16.Z</h2><p>Podklasa ta nie obejmuje: </p><ul><li>handlu hurtowego na własny rachunek, sklasyfikowanego w odpowiednich podklasach grup 46.2 - 46.9, </li><li>sprzedaży detalicznej prowadzonej przez agentów komisowych poza siecią sklepową, sklasyfikowanej w 47.99.Z. </li></ul></body>"""
"""331"";""46.17.Z"";""Działalność agentów zajmujących się sprzedażą żywności, napojów i wyrobów tytoniowych"";""<body><h2>46.17.Z</h2><p>Podklasa ta nie obejmuje: </p><ul><li>handlu hurtowego na własny rachunek, sklasyfikowanego w odpowiednich podklasach grup 46.2 - 46.9, </li><li>sprzedaży detalicznej prowadzonej przez agentów komisowych poza siecią sklepową, sklasyfikowanej w 47.99.Z. </li></ul></body>"""
"""332"";""46.18.Z"";""Działalność agentów specjalizujących się w sprzedaży pozostałych określonych towarów"";""<body><h2>46.18.Z</h2><p>Podklasa ta nie obejmuje: </p><ul><li>handlu hurtowego na własny rachunek, sklasyfikowanego w odpowiednich podklasach grup 46.2 - 46.9, </li><li>sprzedaży detalicznej prowadzonej przez agentów komisowych poza siecią sklepową, sklasyfikowanej w 47.99.Z, </li><li>działalności agentów ubezpieczeniowych, sklasyfikowanej w 66.22.Z,</li><li> działalności agentów w handlu nieruchomościami, sklasyfikowanej w 68.31.Z. </li></ul></body>"""
"""333"";""46.19.Z"";""Działalność agentów zajmujących się sprzedażą towarów różnego rodzaju"";""<body><h2>46.19.Z</h2><p>Podklasa ta nie obejmuje: </p><ul><li>handlu hurtowego na własny rachunek, sklasyfikowanego w odpowiednich podklasach grup 46.2 - 46.9, </li><li>sprzedaży detalicznej prowadzonej przez agentów komisowych poza siecią sklepową, sklasyfikowanej w 47.99.Z. </li></ul></body>"""
"""334"";""46.21.Z"";""Sprzedaż hurtowa zboża, nieprzetworzonego tytoniu, nasion i pasz dla zwierząt"";""<body><h2>46.21.Z</h2><p>Podklasa ta obejmuje sprzedaż hurtową: </p><ul><li>zboża i nasion, </li><li>owoców oleistych, </li><li>nieprzetworzonego tytoniu, </li><li>pasz dla zwierząt oraz surowych produktów rolniczych, gdzie indziej niesklasyfikowaną. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>sprzedaży hurtowej włókien tekstylnych, sklasyfikowanej w 46.76.Z. </li></ul></body>"""
"""335"";""46.22.Z"";""Sprzedaż hurtowa kwiatów i roślin"";""<body><h2>46.22.Z</h2>Podklasa ta obejmuje także sprzedaż hurtową cebulek kwiatów i roślin. </body>"""
"""336"";""46.23.Z"";""Sprzedaż hurtowa żywych zwierząt"";"""""
"""337"";""46.24.Z"";""Sprzedaż hurtowa skór"";"""""
"""338"";""46.31.Z"";""Sprzedaż hurtowa owoców i warzyw"";""<body><h2>46.31.Z</h2><p>Podklasa ta obejmuje sprzedaż hurtową: </p><ul><li>świeżych owoców i warzyw, </li><li>zakonserwowanych owoców i warzyw. </li></ul></body>"""
"""339"";""46.32.Z"";""Sprzedaż hurtowa mięsa i wyrobów z mięsa"";"""""
"""340"";""46.33.Z"";""Sprzedaż hurtowa mleka, wyrobów mleczarskich, jaj, olejów i tłuszczów jadalnych"";""<body><h2>46.33.Z</h2><p>Podklasa ta obejmuje sprzedaż hurtową: </p><ul><li>mleka i wyrobów mleczarskich, </li><li>jaj i wyrobów z jaj, </li><li>jadalnych olejów i tłuszczów pochodzenia zwierzęcego i roślinnego. </li></ul></body>"""
"""341"";""46.35.Z"";""Sprzedaż hurtowa wyrobów tytoniowych"";"""""
"""342"";""46.36.Z"";""Sprzedaż hurtowa cukru, czekolady, wyrobów cukierniczych i piekarskich"";"""""
"""343"";""46.37.Z"";""Sprzedaż hurtowa herbaty, kawy, kakao i przypraw"";"""""
